,hawkish,neutral,dovish
압승/NNG,4,0,5
트라이/NNG,4,0,1
당분간/MAG;시장/NNG;금리/NNG;상승/NNG,0,0,1
지표/NNG;금리/NNG;변동성/NNG;확대/NNG,3,1,4
변동성/NNG;확대/NNG;금리/NNG;인상/NNG,2,0,1
금리/NNG;인상/NNG;기대/NNG;상승/NNG,0,0,5
기업/NNG;펀더멘털/NNG;개선/NNG,7,5,6
부채/NNG;부담/NNG;낮/VA,0,0,1
발행시장/NNG;증가/NNG,0,0,1
수요예측/NNG;흥행/NNG,3,2,6
안정성/NNG;약화/NNG,1,1,3
수익성/NNG;위험/NNG,0,0,1
위험/NNG;고금리/NNG,0,0,1
부정적/VAX;상향/NNG,3,0,2
전망/NNG;악재/NNG,3,0,1
물량/NNG;부담/NNG,15,14,32
투자/NNG;약세/NNG,0,0,2
악재/NNG,226,105,189
만기구간/NNG,11,6,27
물의/NNG,0,0,2
자율협약/NNG,36,26,22
심하/VA,37,32,57
발행사/NNG,50,57,54
공란/NNG,1,2,1
매수청구/NNG,0,0,1
자기주식/NNG,14,3,2
경제/NNG;인플레이션/NNG;상승/NNG;압력/NNG,0,0,1
fed/NNG;완만/NNG;금리/NNG;인상/NNG,0,1,4
인플레이션/NNG;상승/NNG;압박/NNG,0,0,1
인플레이션/NNG;상승/NNG;억제/NNG,0,0,2
하락/NNG;가능성/NNG;제한적/VAX,0,0,1
컨센서스/NNG;금리/NNG;상승/NNG,0,2,1
노동/NNG;생산성/NNG;개선/NNG,2,2,2
노동/NNG;생산성/NNG;증가/NNG,1,1,2
임금/NNG;상승/NNG;억제/NNG,2,1,1
설비/NNG;투자/NNG;축소/NNG,1,0,3
설비/NNG;투자/NNG;개선/NNG,2,3,3
가격/NNG;상승/NNG;압력/NNG,2,5,5
금리/NNG;추세/NNG;하락/NNG,12,1,2
낮/VA;임금/NNG;상승/NNG,2,0,1
인플레이션/NNG;억제/NNG,5,2,2
인플레이션/NNG;넘/VV,5,0,1
경기/NNG;확장/NNG,19,8,20
생산/NNG;증가/NNG,5,9,10
투자/NNG;위축/NNG,5,5,8
임금/NNG;증가/NNG,9,7,7
가격/NNG;감소/NNG,3,0,1
완만/NNG;성장/NNG,8,9,12
임금/NNG;낮/VV,0,0,1
기울/VV,27,10,14
기술혁신/NNG,0,1,4
장성/NNG,3,9,6
모라토리엄/NNG,6,3,7
외부충격/NNG,9,8,3
실업자/NNG,47,50,28
광의/NNG,30,35,36
놓/VV,22,20,41
했어야/XSV,0,3,2
모양/NNG,13,7,14
총요소생산성/NNG,2,15,18
입량/NNG,0,39,3
준/VV,23,16,35
순환적/VAX,58,56,34
앞선/VV,29,7,24
소위/NNG,13,12,12
창업/NNG,3,7,16
샌/NNG,1,1,4
곧바로/MAG,10,5,20
스타트업/NNG,0,0,1
노동조합/NNG,1,0,3
제거/NNG,59,48,46
둔다/VV,12,9,16
왔음/VV,2,1,1
미침/VV,8,4,11
미쳤으나/VV,5,1,2
육박/NNG,57,40,66
실증분석/NNG,4,4,3
인터넷비즈니스/NNG,0,0,4
탐색/NNG,28,80,61
단어/NNG,8,11,28
빈도/NNG,22,15,31
합리적/VAX,26,30,61
투자등급/NNG;하이일드/NNG;신용스프레드/NNG;축소/NNG,0,0,1
fed/NNG;금리/NNG;인상/NNG;가능성/NNG;높/VA,3,4,4
자산/NNG;축소/NNG;시작/NNG;금리/NNG;인상/NNG,0,0,1
fed/NNG;금리/NNG;인상/NNG;아니/VCN,0,1,1
실망/NNG;fed/NNG;금리/NNG;인상/NNG,0,0,1
경기/NNG;개선/NNG;물가/NNG;상승/NNG,0,3,3
개선/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
fed/NNG;금리/NNG;인상/NNG;멈추/VV,1,0,2
자금/NNG;조달/NNG;여건/NNG;악화/NNG,2,1,3
금리/NNG;인상/NNG;기대/NNG;오르/VV,0,0,1
높/VA;fed/NNG;금리/NNG;인상/NNG,2,4,8
금리/NNG;가능성/NNG;매우/MAG;높/VA,0,0,1
회사채/NNG;신용스프레드/NNG;최저/NNG,0,1,1
경제/NNG;성장/NNG;기대/NNG;높/VA,0,0,1
회사채/NNG;신용스프레드/NNG;축소/NNG,5,5,5
높/VA;미/NNG;금리/NNG;인상/NNG,0,1,3
하락/NNG;신용스프레드/NNG;확대/NNG,1,0,4
하이일드/NNG;스프레드/NNG;축소/NNG,1,3,2
투자등급/NNG;스프레드/NNG;축소/NNG,0,0,1
물가/NNG;상승률/NNG;마이너스/NNG,0,1,4
전망/NNG;위험자산/NNG;선호/NNG,0,0,1
회사채/NNG;시장/NNG;긍정적/VAX,1,0,1
이자비용/NNG;공제/NNG;축소/NNG,0,0,1
예상/NNG;펀더멘털/NNG;개선/NNG,0,0,1
기대/NNG;위험자산/NNG;선호/NNG,0,3,2
위험자산/NNG;선호/NNG;증가/NNG,2,3,2
베이지북/NNG;물가/NNG;상승/NNG,0,0,1
유로존/NNG;경기/NNG;개선/NNG,4,3,7
미/NNG;스프레드/NNG;축소/NNG,2,0,2
신흥국/NNG;채권/NNG;강세/NNG,1,0,1
금리/NNG;인상/NNG;부정적/VAX,0,0,1
ecb/NNG;금리/NNG;인상/NNG,18,2,4
물가/NNG;상승률/NNG;정체/NNG,0,0,2
물가/NNG;상승률/NNG;부진/NNG,1,1,5
기업/NNG;디폴트/NNG;위험/NNG,0,0,2
기업/NNG;부도율/NNG;상승/NNG,0,0,1
신흥국/NNG;금리/NNG;인하/NNG,6,0,5
fed/NNG;자산/NNG;축소/NNG,8,9,7
신흥국/NNG;통화/NNG;강세/NNG,12,8,10
글로벌/NNG;금리/NNG;하향/NNG,0,0,2
신흥국/NNG;경기/NNG;개선/NNG,3,3,3
국채/NNG;비중/NNG;축소/NNG,0,0,2
실물/NNG;경기/NNG;제약/NNG,0,0,2
물가/NNG;경제/NNG;성장/NNG,0,0,1
하락/NNG;금리/NNG;하락/NNG,5,1,3
물가/NNG;상승/NNG;긴축/NNG,0,0,1
기업/NNG;부채비율/NNG;낮/VA,0,0,1
높/VA;이자비용/NNG;부담/NNG,1,0,1
안정/NNG;수요/NNG;증가/NNG,0,0,1
정책/NNG;경기/NNG;개선/NNG,1,1,1
경기/NNG;지표/NNG;호조/NNG,7,1,4
국채/NNG;금리/NNG;급등/NNG,6,11,13
국채/NNG;금리/NNG;하향/NNG,1,0,1
디폴트/NNG;위험/NNG;높/VA,0,0,1
왜/MAG;금리/NNG;오르/VV,0,0,1
바닥/NNG;찍/VV;상승/NNG,1,0,2
물가/NNG;기대/NNG;높/VA,0,2,2
지표/NNG;호조/NNG;높/VA,0,0,1
낮/VA;수익성/NNG;높/VA,0,0,2
금융시장/NNG;긴축/NNG,0,0,1
금융시장/NNG;불안/NNG,23,7,24
신용스프레드/NNG;낮/VA,0,0,2
재무비율/NNG;개선/NNG,1,2,4
작/VA;밖/NNG;없/VA,0,0,1
생산성/NNG;하락/NNG,1,1,1
자산/NNG;고평가/NNG,0,0,1
유동성/NNG;악화/NNG,6,4,10
저금리/NNG;선호/NNG,2,0,3
유로존/NNG;성장/NNG,6,3,8
신용/NNG;긍정적/VAX,1,0,1
경기/NNG;활성화/NNG,1,6,10
이자율/NNG;부담/NNG,0,0,1
변동성/NNG;부담/NNG,2,3,1
부도율/NNG;하락/NNG,0,0,1
기대/NNG;상승/NNG,6,2,11
통화/NNG;완화/NNG,28,15,43
가격/NNG;급락/NNG,9,3,8
전망/NNG;하락/NNG,6,9,15
견인/NNG;성장/NNG,0,2,2
정책/NNG;실망/NNG,1,0,5
물가/NNG;상회/NNG,1,0,2
매출/NNG;부진/NNG,2,0,4
많이/MAG;부담/NNG,0,0,1
기업/NNG;적자/NNG,0,1,1
부채/NNG;부담/NNG,10,2,14
생산/NNG;확대/NNG,3,4,6
지수/NNG;상향/NNG,1,0,2
신용등급/NNG;낮/VA,6,4,12
여력/NNG;부담/NNG,2,0,1
종료/NNG;경계/NNG,0,1,1
과도/NNG;우려/NNG,2,4,4
우려/NNG;부진/NNG,0,0,1
가격/NNG;회복/NNG,7,2,4
하락/NNG;멈추/VV,2,2,1
전망/NNG;어둡/VA,4,2,2
높/VA;지지/NNG,1,0,4
높/VA;추세/NNG,3,1,4
금리/NNG;높/VV,6,1,7
투자/NNG;많/VA,2,0,4
부채/NNG;많/VA,6,0,4
생산/NNG;늘/VV,1,5,1
하락/NNG;좋/VA,0,0,1
매/NNG,13,4,18
가르/VV,2,1,1
계류/NNG,2,1,2
본국/NNG,5,2,7
송금/NNG,6,2,13
지배/NNG,24,13,23
목소리/NNG,44,38,41
파트타임/NNG,1,6,8
왜/MAG,36,41,65
항상/MAG,17,18,27
경고음/NNG,2,2,2
맞닿/VV,1,2,2
메우/VV,9,9,17
찍/VV,30,13,15
무르익/VV,1,5,4
향하/VV,35,19,35
이기/VV,6,6,10
나/VA,13,8,13
노릴/VV,1,1,4
딛/VV,2,2,3
실망/NNG,86,75,120
지도/NNG,23,24,28
다진/VV,4,1,2
밝힐/VV,3,0,3
따라갈/VV,5,5,8
파/VV,10,2,7
속지/NNG,1,0,2
체계/NNG,41,56,51
섬세/NNG,0,1,1
랠리/NNG,74,48,77
던지/VV,4,4,5
메시지/NNG,26,5,26
마음/NNG,19,10,22
하여금/MAG,14,12,25
생기/VV,83,45,99
자산군/NNG,18,38,25
공격/NNG,34,16,41
빨간색/NNG,7,1,1
표면/NNG,64,48,60
투자비용/NNG,2,0,9
다국적기업/NNG,2,4,3
세율/NNG,47,24,34
에너지산업/NNG,12,3,3
고정자산/NNG,70,35,53
세액/NNG,3,1,12
헬스/NNG,3,9,6
방위/NNG,8,10,17
제지/NNG,65,33,47
산업별/NNG,4,8,5
현금성자산/NNG,43,33,28
한시적/VAX,24,21,30
단발/NNG,13,10,14
성장도/NNG,3,4,5
들어오/VV,13,24,22
철폐/NNG,9,8,20
발효/NNG,13,10,19
에너지기업/NNG,4,74,46
재공/NNG,0,0,1
탐사/NNG,1,3,3
벌크/NNG,5,2,4
업스트림/NNG,0,0,2
투기/NNG,84,70,81
기준등급/NNG,35,34,41
정수/NNG,4,4,3
최하/NNG,0,1,1
순유입/NNG,126,107,326
냈었/VV,0,0,1
하이테크/NNG,0,4,1
신흥시장/NNG,75,46,86
위국/NNG,4,0,1
선진시장/NNG,14,6,25
탓/NNG,21,12,26
지방채/NNG,249,125,343
순항/NNG,8,3,4
징회/NNG,0,0,2
분배금/NNG,0,0,4
초록색/NNG,1,0,1
분홍색/NNG,2,0,2
fed/NNG;전망/NNG;금리/NNG;인상/NNG,0,0,1
금리/NNG;인상/NNG;경기/NNG;위축/NNG,0,0,1
금리/NNG;시장/NNG;금리/NNG;급등/NNG,0,1,1
낮/VA;물가/NNG;금리/NNG;인상/NNG,0,0,1
통화정책/NNG;금리/NNG;인상/NNG,6,8,8
채권시장/NNG;우호적/VAX;않/VX,3,1,3
물가/NNG;안정/NNG;촉진/NNG,1,1,1
가격/NNG;금리/NNG;인상/NNG,1,1,2
금리/NNG;인상/NNG;충격/NNG,10,4,7
금융위기/NNG;이전/NNG;늘/VV,0,0,1
정책/NNG;결정/NNG;어렵/VA,0,0,1
자기자본투자/NNG;제한/NNG,0,0,2
fed/NNG;금융안정/NNG,0,0,1
부채한도/NNG;상향/NNG,5,6,8
금융시장/NNG;안정/NNG,32,5,36
양적완화/NNG;비판/NNG,0,1,1
양적완화/NNG;중단/NNG,1,0,4
전망/NNG;양적완화/NNG,3,1,4
완화/NNG;긍정적/VAX,0,5,4
재투자/NNG;중단/NNG,4,4,4
금리/NNG;상하단/NNG,0,2,3
정책/NNG;선호/NNG,1,1,1
통화/NNG;부양/NNG,0,3,2
국채/NNG;최대/NNG,0,2,2
금리/NNG;급락/NNG,37,24,40
수익/NNG;감소/NNG,2,5,7
채권/NNG;안정/NNG,1,3,4
우려/NNG;크/VV,15,13,16
비판/NNG;높/VA,0,0,2
매파/NNG;많/VA,0,0,1
비용/NNG;작/VA,2,2,2
안녕/NNG,7,42,6
다가가/VV,0,2,5
속속/MAG,10,4,4
이럴/VA,8,4,5
생겨났으며/VV,0,0,1
발달/NNG,20,14,14
물망/NNG,0,0,7
의사결정/NNG,47,41,46
다뤄야/VV,0,1,1
말씀/NNG,4,2,2
드리/VV,1,4,2
처할/VV,6,2,8
바꾼/VV,2,0,1
드러날/VV,4,7,5
알아보/VV,2,2,3
장의장/NNG,2,0,2
가집니다/VV,0,0,1
연방제/NNG,0,0,1
독립성/NNG,22,20,18
시공간/NNG,0,0,1
사라짐/VV,1,4,4
생소/NNG,1,1,5
되게/MAG,7,5,13
공황/NNG,1,1,5
알려진/VV,27,17,36
투기꾼/NNG,0,0,1
뱅크런/NNG,2,3,17
수습/NNG,6,1,10
중진/NNG,1,0,1
넬슨/NNG,0,0,1
벤치마킹/NNG,0,0,1
지킬/VV,5,1,6
섬/NNG,4,1,2
비밀회의/NNG,0,0,1
구상/NNG,5,2,4
알드리/MAG,0,0,1
치르/MAG,0,0,1
젊/VA,3,4,5
신진/NNG,0,0,1
세력/NNG,53,23,43
중앙/NNG,92,65,74
은행법/NNG,14,27,14
헌법/NNG,5,3,24
삽입/NNG,7,8,10
들어갔/VV,15,3,9
발행권/NNG,0,0,1
획득/NNG,6,8,17
연합회/NNG,1,0,1
산하/NNG,9,7,17
공개시장조작/NNG,16,13,40
속해/VV,12,3,18
권력/NNG,8,3,8
고안/NNG,0,3,7
보고/NNG,7,10,17
지/VV,21,15,27
지침/NNG,8,8,21
명의이사/NNG,0,0,4
정해져/VV,4,5,5
마친/VV,2,0,5
재임명/NNG,2,0,2
채울/VV,4,2,5
짝수/NNG,1,0,1
도의/NNG,0,1,1
덕분/NNG,23,14,27
구성원/NNG,2,1,14
전역/NNG,28,10,22
통일/NNG,9,8,16
지리/NNG,8,6,7
알맞/VA,2,0,1
공간/NNG,14,4,6
존성/NNG,1,0,2
근대/NNG,0,0,1
체제/NNG,40,32,54
해간/VV,0,0,1
기구/NNG,30,58,114
실리콘밸리/NNG,13,0,1
관할/NNG,3,0,2
직업/NNG,0,8,4
고르/VV,6,23,16
제정/NNG,20,14,20
퍼졌/VV,0,0,1
지준율/NNG,154,101,129
정족수/NNG,1,0,4
인만/NNG,0,0,1
만족/NNG,33,13,30
채운다는/VV,0,0,1
개최/NNG,44,18,46
재시/NNG,0,1,4
주재/NNG,5,4,11
조조/NNG,0,5,4
역연/NNG,0,0,3
명/NNG,118,74,117
은연/NNG,0,0,3
하기/NNG,0,0,1
목록/NNG,22,25,28
중심지/NNG,1,0,5
과시/NNG,6,2,4
나눌/VV,2,1,2
관료/NNG,6,2,19
감사원장/NNG,0,0,4
부와/NNG,0,0,1
결정사항/NNG,2,0,2
확립/NNG,3,8,3
투명/NNG,30,25,32
새로이/MAG,6,4,8
생겼으며/VV,4,0,1
조언/NNG,6,0,6
거쳐야/VV,7,1,3
커뮤니티/NNG,1,0,19
세상/NNG,13,5,13
특유/NNG,5,0,2
화법/NNG,0,4,5
각자/NNG,3,1,5
장단점/NNG,0,1,7
나이/NNG,3,1,8
중간자/NNG,0,0,1
지지자/NNG,0,2,15
급부상/NNG,2,2,13
학자/NNG,2,3,11
내비치/VV,5,11,15
신념/NNG,0,0,5
성별/NNG,0,2,2
인종/NNG,4,1,7
엄밀/NNG,0,3,1
따져/VV,10,8,13
물러난/VV,3,3,6
정해지/VV,22,17,21
규칙/NNG,8,1,9
간접/NNG,55,28,63
지구/NNG,3,2,7
둘/VV,22,19,16
담겨/VV,8,2,4
감시관/NNG,0,0,1
종사/NNG,4,3,3
실비/NNG,0,0,2
재임/NNG,5,2,10
선출/NNG,12,3,13
후임자/NNG,1,1,2
파전/NNG,0,0,3
열쇠/NNG,12,12,8
쥐/VV,15,6,14
후보군/NNG,1,2,3
회자/NNG,8,1,9
면담/NNG,2,1,5
오르내리/VV,1,0,2
자문/NNG,8,7,15
지낸/VV,0,0,7
테일러준칙/NNG,42,25,30
유명/NNG,2,10,11
개리/NNG,0,0,5
콘/NNG,4,8,8
국가경제위원회/NNG,0,5,5
바짝/MAG,6,1,4
호평/NNG,0,3,2
비즈니스/NNG,20,7,32
레이스/NNG,2,1,4
체자/NNG,0,0,1
생긴/VV,13,2,21
비전통적/VAX,11,9,20
방향키/NNG,0,0,1
물러났/VV,0,3,4
잊/VV,10,4,9
전한/VV,4,4,7
대중/NNG,6,9,32
생년월일/NNG,0,0,21
출생지/NNG,0,0,22
학력/NNG,2,0,27
학교/NNG,9,14,13
마치/VV,63,58,78
소규모/NNG,13,16,37
뱅킹/NNG,14,0,1
소위원회/NNG,0,0,1
양당/NNG,24,13,33
객원/NNG,1,0,2
부채한도/NNG,110,146,220
직접/MAG,84,88,130
참을성/NNG,0,0,1
만든다/VV,10,0,7
대학원/NNG,1,2,18
파트너/NNG,3,0,8
주의자/NNG,2,1,1
연소/NNG,0,1,3
뽑혀/VV,0,0,1
편중/NNG,3,11,13
입/VV,33,21,45
에스티/NNG,3,4,11
로더/NNG,0,0,2
사위/NNG,0,0,1
일원/NNG,2,3,2
공화/NNG,5,4,6
진통/NNG,4,2,14
좌파/NNG,27,21,29
우파/NNG,5,17,18
장악력/NNG,3,1,5
약점/NNG,15,2,7
낳/VV,28,15,32
스타일/NNG,3,2,16
타이트한/VA,5,3,6
보좌/NNG,0,0,1
사무총장/NNG,0,1,1
실무그룹/NNG,0,0,1
뽑히/VV,0,0,1
상정/NNG,13,12,16
장악/NNG,6,9,14
달가워하/VV,0,0,1
법률/NNG,22,20,29
하마평/NNG,0,2,2
스쿨/NNG,0,0,1
야기/NNG,88,55,73
결정자/NNG,2,0,3
랜드/NNG,11,2,11
선택지/NNG,2,1,5
마땅히/MAG,2,0,1
대립각/NNG,3,0,1
세우/VV,7,6,8
채워/VV,1,5,7
학계/NNG,2,2,4
내려놓/VV,5,2,2
떠났/VV,0,3,2
따라서/VV,69,30,74
쨋/MAG,0,0,2
건/VV,2,2,4
집권/NNG,51,32,69
과반/NNG,15,14,12
시임/NNG,0,0,2
좌측/NNG,31,29,44
우측/NNG,31,28,53
인내/NNG,5,0,6
지식/NNG,3,2,3
인연/NNG,0,1,1
계승/NNG,3,6,3
됩니다/XSV,21,3,9
막/NNG,8,5,7
숙제/NNG,18,6,13
제로금리/NNG,18,24,40
벗/VV,51,29,51
무리/NNG,99,65,116
지려/NNG,0,1,1
스스로/NNG,31,11,25
직이/VV,1,0,1
묶/VV,4,4,5
여겨진다/VV,17,10,5
패러다임/NNG,9,5,27
드러났/VV,12,3,11
택했/VV,1,3,1
아무리/MAG,23,6,20
시킨다거나/XSV,0,0,1
알려온/VV,0,0,1
노이즈/NNG,21,22,26
비례/NNG,7,3,10
만기물별/NNG,1,2,2
발행비율/NNG,0,0,4
도금액/NNG,0,0,2
수연/NNG,0,0,1
준/NNG,6,6,6
살펴본/VV,26,21,44
사정/NNG,37,22,49
행시/NNG,13,6,13
지급금액/NNG,0,1,1
상환금액/NNG,1,1,3
구할/VV,2,6,5
턴오버/NNG,0,0,1
융자/NNG,39,27,61
최고액/NNG,0,1,2
도한/NNG,2,0,2
합친/VV,4,5,5
혹시나/MAG,2,5,11
대량/NNG,50,28,48
인출/NNG,2,8,24
버퍼/NNG,20,11,10
어울리/VV,13,5,3
말미암/VV,4,5,7
유휴자금/NNG,0,0,2
희소성/NNG,1,1,1
만/NNG,16,9,16
단일금리방식/NNG,0,0,1
고속도/NNG,5,5,3
선례/NNG,6,4,8
된다며/VV,1,1,3
침해/NNG,3,6,4
우주국/NNG,0,2,1
굉장/NNG,0,2,5
벌어들이/VV,0,3,2
이자액/NNG,0,0,1
초과지준/NNG,39,22,26
클/NNG,0,2,1
해결책/NNG,21,16,26
도드프랭크법/NNG,2,0,6
낡/VA,0,0,2
의중/NNG,9,7,10
처가/NNG,0,0,1
자기자본투자/NNG,1,0,3
점쳐진다/VV,0,0,1
의결/NNG,14,4,18
찬성표/NNG,1,3,4
시노/NNG,0,1,3
슈어/NNG,1,2,1
설립자/NNG,1,0,1
차관보/NNG,2,1,3
법학/NNG,0,0,5
잘못/MAG,8,11,16
소비자/NNG;물가/NNG;상승률/NNG;상승/NNG,3,0,5
소비자/NNG;물가/NNG;상승률/NNG;하락/NNG,4,2,5
금리/NNG;상승/NNG;영향/NNG;제한적/VAX,2,1,3
임금/NNG;인상/NNG;물가/NNG;상승/NNG,0,0,1
금리/NNG;상승/NNG;기대/NNG;높/VA,1,0,1
일드커브/NNG;금리/NNG;인상/NNG,0,0,1
컨센서스/NNG;소폭/MAG;하회/NNG,0,0,2
장기물/NNG;투자/NNG;확대/NNG,1,2,1
금리/NNG;상승/NNG;긍정적/VAX,0,0,1
위험/NNG;손해율/NNG;개선/NNG,0,0,1
장기물/NNG;금리/NNG;인상/NNG,0,0,3
상승률/NNG;금리/NNG;인상/NNG,0,0,2
실손/NNG;보험료/NNG;인하/NNG,0,0,1
제한적/VAX;금리/NNG;상승/NNG,2,0,3
전망/NNG;성장률/NNG;둔화/NNG,0,0,1
금리/NNG;전망/NNG;인상/NNG,0,0,3
경기/NNG;전망/NNG;개선/NNG,0,0,2
채권/NNG;듀레이션/NNG;길/VA,0,0,1
금리/NNG;소폭/MAG;상회/NNG,1,0,1
상향/NNG;금리/NNG;상승/NNG,1,0,2
하락/NNG;영향/NNG;감소/NNG,0,0,1
하락/NNG;금리/NNG;상승/NNG,1,3,4
하락/NNG;자본/NNG;확충/NNG,0,0,1
급락/NNG;금리/NNG;급등/NNG,0,0,2
자본/NNG;확충/NNG;우려/NNG,1,1,2
하락/NNG;속도/NNG;둔화/NNG,0,0,1
금리/NNG;상승/NNG;감소/NNG,1,0,1
낮/VA;금리/NNG;인상/NNG,4,3,2
늦/VA;금리/NNG;인상/NNG,1,0,1
많/VA;금리/NNG;인상/NNG,0,3,8
rbc비율/NNG;급락/NNG,1,1,1
불확실성/NNG;완화/NNG,18,8,9
가용자본/NNG;감소/NNG,0,0,2
신용위험/NNG;위험/NNG,0,0,4
판매가격/NNG;중단/NNG,0,0,1
펀더멘털/NNG;악화/NNG,3,2,12
예상/NNG;우호적/VAX,5,0,2
저물가/NNG;탈피/NNG,0,1,1
수익성/NNG;향상/NNG,3,1,2
위험/NNG;환위험/NNG,0,0,3
의료비/NNG;부담/NNG,0,1,1
수익성/NNG;감소/NNG,0,3,3
성장성/NNG;둔화/NNG,2,9,7
개선/NNG;아니/VCN,1,1,4
세계/NNG;성장/NNG,0,0,4
금리/NNG;중단/NNG,0,0,1
금리/NNG;고점/NNG,25,10,7
하락/NNG;압력/NNG,13,9,14
인상/NNG;상향/NNG,0,0,1
예상/NNG;하락/NNG,1,1,3
하락/NNG;우려/NNG,3,9,5
마진/NNG;부담/NNG,0,0,1
부진/NNG;회복/NNG,1,1,2
지수/NNG;상승/NNG,7,0,5
지수/NNG;회복/NNG,2,1,1
마진/NNG;증가/NNG,0,0,1
부실/NNG;방지/NNG,3,1,4
사망/NNG;위험/NNG,0,0,1
장수/NNG;위험/NNG,0,1,1
해지/NNG;위험/NNG,0,0,1
가격/NNG;위험/NNG,3,3,3
국민/NNG;부담/NNG,1,0,1
우려/NNG;과도/NNG,5,4,8
인상/NNG;상승/NNG,0,0,1
인하/NNG;압력/NNG,1,2,2
인상/NNG;효과/NNG,14,9,12
금리/NNG;회복/NNG,2,0,3
개선/NNG;견인/NNG,2,3,3
예상/NNG;위험/NNG,2,2,2
개선/NNG;상쇄/NNG,1,0,1
자산/NNG;높/VA,0,1,1
늦/VA;인상/NNG,0,0,1
마진/NNG;높/VA,0,0,2
일본화/NNG,1,0,2
기영/NNG,0,0,1
채권자금/NNG,142,93,125
승후/NNG,0,1,3
순조/NNG,18,22,23
국민건강보험/NNG,0,0,4
자보/NNG,1,0,14
장기위험손해율/NNG,1,0,6
보각/MAG,0,0,1
증익/NNG,0,1,6
실측치/NNG,0,0,4
머물렀으나/VV,10,13,10
붙/VV,34,7,22
서로/MAG,37,32,40
중장기영역/NNG,43,22,39
중기구간/NNG,1,1,1
한차례/NNG,1,2,2
공휴일/NNG,9,2,4
토/NNG,8,1,43
암묵/NNG,10,4,3
간격/NNG,30,8,20
평잔/NNG,48,16,19
곱한/VV,1,0,2
재평가/NNG,23,15,29
지급여력금액/NNG,3,4,1
승은/NNG,1,0,1
보유계약/NNG,0,0,4
언더퍼폼/NNG,34,18,46
교국/NNG,0,0,1
주효/NNG,2,3,1
요율/NNG,11,3,15
겹치/VV,31,20,38
교시/NNG,2,2,5
배임/NNG,3,0,5
기타포괄손익누계액/NNG,0,1,2
입증/NNG,20,12,10
보험업법/NNG,1,0,1
폭연/NNG,0,0,1
필드/NNG,1,0,4
못지않/VA,4,1,4
목적/VV,0,0,1
전선/NNG,71,21,54
일반회계/NNG,11,2,1
종류/NNG,559,226,583
질병/NNG,0,0,2
장수/NNG,1,20,4
재물/NNG,0,0,1
대재/NNG,0,0,2
계수/NNG,17,6,26
환위험/NNG,16,16,13
운영리스크/NNG,2,3,2
의학/NNG,0,0,3
비급여/NNG,0,0,12
전면/NNG,41,41,74
의료비/NNG,11,4,10
일환/NNG,28,24,27
차단/NNG,28,27,41
차등/NNG,12,11,18
선별등재방식/NNG,0,0,1
실절/NNG,0,0,1
상한액/NNG,1,0,2
취약계층/NNG,2,13,14
긴급/NNG,19,23,51
재난/NNG,1,1,3
총계/NNG,28,8,12
반영시/NNG,4,4,7
반대급부/NNG,3,2,4
상해/VV,185,49,225
질병보험/NNG,0,0,1
암보험/NNG,0,0,1
출혈/NNG,2,0,2
과대/NNG,9,3,17
취하/VV,50,27,64
일어나/VV,34,25,51
중저가/NNG,0,2,2
채널/NNG,9,15,10
우상/NNG,8,18,29
향할/VV,3,2,3
종결/NNG,4,12,9
만기수익률/NNG,240,225,271
장에/NNG,0,0,1
사옥/NNG,25,8,28
보증보험/NNG,1,2,5
일회성이익/NNG,0,1,7
원수/NNG,9,1,4
소모/NNG,1,4,3
다가올수록/VV,3,4,6
중간배당/NNG,0,0,1
자살보험금/NNG,0,0,1
이차익/NNG,0,0,2
자본조정/NNG,4,1,3
지배지분/NNG,6,0,1
아이/NNG,93,73,95
생명주/NNG,0,0,1
목표주가괴리율/NNG,0,0,1
표주/NNG,0,8,49
dr/NNG,25,27,44
cb/NNG,59,45,64
시장조성/NNG,25,34,59
주간사/NNG,21,44,43
견분/NNG,0,0,1
뉴트럴/NNG,46,62,106
초과수익/NNG,11,18,21
금리/NNG;인상/NNG;소수의견/NNG;금리/NNG;인상/NNG,0,0,1
fed/NNG;금리/NNG;인상/NNG;기대/NNG;강화/NNG,0,1,2
채권시장/NNG;금리/NNG;인상/NNG;우려/NNG,1,0,1
국고채/NNG;상승/NNG;국고채/NNG;하락/NNG,0,0,1
기대/NNG;fed/NNG;금리/NNG;인상/NNG,1,0,3
금리/NNG;인상/NNG;가능성/NNG;상승/NNG,1,0,4
금리/NNG;인상/NNG;불확실성/NNG;높/VA,0,0,2
예상/NNG;못하/VX;금리/NNG;인상/NNG,4,1,3
만기구간/NNG;금리/NNG;상승/NNG,0,0,1
gdp/NNG;부진/NNG;일시적/VAX,0,2,2
통안채/NNG;금리/NNG;급등/NNG,0,0,2
통안채/NNG;금리/NNG;인상/NNG,1,0,2
채권/NNG;순매수/NNG;확대/NNG,0,1,1
제조업/NNG;경기/NNG;호조/NNG,2,1,3
제조업/NNG;지표/NNG;양호/NNG,0,0,1
금리/NNG;역전/NNG;확대/NNG,0,0,1
금리/NNG;역전/NNG;해소/NNG,0,2,1
건설/NNG;경기/NNG;부진/NNG,2,3,3
경기/NNG;부진/NNG;우려/NNG,1,6,4
재정/NNG;적자/NNG;증가/NNG,3,0,2
금리/NNG;매력/NNG;살/VV,0,0,1
금리/NNG;오르/VV;않/VX,6,6,4
