,hawkish,neutral,dovish
손해배상/NNG,121,77,149
소장/NNG,854,394,910
건/VV,92,52,102
부적절/NNG,176,90,196
뜨/VA,33,8,13
제빵사/NNG,13,0,1
합작법인/NNG,46,16,42
파트너/NNG,416,197,362
근로계약/NNG,8,6,8
소비자/NNG;물가/NNG;상승률/NNG;낮/VA,34,19,50
정책/NNG;효과/NNG;긍정적/VAX,3,0,1
글로벌/NNG;금리/NNG;상승/NNG,101,72,147
경제/NNG;성장률/NNG;잡/VV,6,0,5
민간/NNG;소비/NNG;살/VV,13,3,12
가계/NNG;소득/NNG;높/VV,6,6,10
취업자/NNG;증가/NNG,79,44,78
고용/NNG;불안/NNG,70,15,74
생산성/NNG;높/VV,60,39,63
구조/NNG;깨/VV,5,2,3
연다는/VV,5,8,7
기술혁신/NNG,136,59,120
부가가치/NNG,107,66,127
갑/NNG,149,67,158
징벌적손해배상/NNG,19,10,19
집단소송제/NNG,16,5,16
기적/NNG,107,60,123
이뤄냈/VV,34,12,26
뚝/MAG,266,117,321
굳어졌/VV,31,13,25
경제력/NNG,65,38,67
담아내/VV,6,5,7
엄존/NNG,3,2,3
감각/NNG,79,32,76
사회경제/NNG,44,37,39
행복/NNG,588,402,579
소홀히/MAG,103,41,104
이해관계/NNG,160,70,165
밀어붙여/VV,17,7,9
소기/NNG,40,23,39
엇/NNG,14,2,24
의욕/NNG,183,83,212
북돋/VV,48,9,27
고용/NNG;한파/NNG,8,5,19
경기/NNG;좋/VA,221,94,215
블랙리스트/NNG,53,11,34
찬밥/NNG,60,41,74
대접/NNG,49,24,55
資源/NNG,1,0,1
노다지/NNG,13,2,13
캤/VV,3,1,0
천궁/NNG,1,1,1
억압/NNG,31,9,17
않/VV,219,108,264
근본/NNG,206,92,291
영웅/NNG,57,42,49
예우/NNG,32,5,31
지각/NNG,115,57,101
상여금/NNG,162,73,198
산입/NNG,18,9,5
月/NNG,54,31,56
상여/NNG,6,4,5
제헌/NNG,15,2,3
정신/NNG,436,187,383
조건부승인/NNG,7,3,18
아기/NNG,64,22,89
공치사/NNG,2,0,0
경련/NNG,6,2,7
주의보/NNG,260,105,219
男/NNG,72,40,82
봐라/VV,11,9,17
아빠의달/NNG,3,1,3
대박/NNG,387,198,403
갈까/VV,45,25,51
신생아/NNG,54,17,32
균/NNG,181,56,138
불출마/NNG,63,47,64
입장차/NNG,84,21,67
딴지/NNG,9,2,9
비상구/NNG,8,3,9
소방법/NNG,2,1,5
싹/NNG,58,14,63
송도/NNG,149,78,226
테마파크/NNG,68,22,63
쳇바퀴/NNG,3,1,3
들어선다/VV,69,47,74
마침내/MAG,165,67,178
순리/NNG,22,5,14
무안/NNG,30,10,26
활주로/NNG,18,10,25
증설/NNG,309,129,268
탈까/VV,6,0,1
구청/NNG,79,59,123
교류/NNG,323,158,332
자치구/NNG,123,62,131
갈림길/NNG,85,49,92
지선/NNG,21,13,21
망론/NNG,4,6,3
전초전/NNG,30,13,27
비트코인/NNG,213,70,129
매서운/VA,21,13,22
기름/NNG,437,163,465
동구/NNG,11,4,10
車/NNG,856,325,766
重/NNG,170,68,144
출마/NNG,307,126,292
골든타임/NNG,48,45,105
윤곽/NNG,284,147,345
채용률/NNG,2,3,5
뻥튀기/NNG,50,11,38
떠난/VV,99,56,113
골칫덩이/NNG,10,2,9
전락/NNG,260,132,344
분권/NNG,24,18,23
시동/NNG,447,183,359
우회/NNG,190,125,230
고속철/NNG,115,49,157
소방/NNG,81,36,81
발인/NNG,3,0,5
떠났/VV,74,45,84
면책/NNG,49,31,72
애도/NNG,17,3,8
합니다/XSV,685,286,673
반고/NNG,9,11,14
신입/NNG,254,105,235
신약/NNG,143,66,140
대경/NNG,27,21,23
수산물/NNG,176,110,165
행정/NNG,891,400,922
세운다/VV,57,17,45
문책/NNG,74,40,94
감자/NNG,198,132,229
경로당/NNG,11,15,24
혹독/NNG,94,53,143
보/NNG,245,121,241
꿈/NNG,537,263,557
아름다운/VA,89,48,108
홍익/NNG,62,39,76
보육원/NNG,15,4,9
합격/NNG,112,60,102
전임/NNG,168,119,139
뭉개/VV,3,2,8
차일피일/NNG,14,10,22
양강/NNG,23,7,16
투자/NNG;비중/NNG;높/VV,24,8,31
일드스프레드/NNG;줄/VV,8,3,4
섭/NNG,160,93,214
국민경제자문회의/NNG,69,9,65
경제장관회의/NNG,158,91,213
연금소득세/NNG,10,9,9
내파/NNG,18,11,13
개인연금/NNG,185,124,181
연금저축/NNG,260,216,401
채권자산/NNG,68,37,49
개인형퇴직연금/NNG,13,20,26
몰린다/VV,179,66,127
들어온/VV,457,315,551
유입자금/NNG,26,12,32
머무른/VV,21,11,39
달했으며/VV,47,25,61
매매차익/NNG,80,43,82
운용자산/NNG,361,219,409
꾀하/VV,248,143,268
제개/NNG,9,1,3
반색/NNG,49,19,63
반길/VV,63,22,46
유인책/NNG,94,55,82
위험가중치/NNG,61,28,69
금리/NNG;상승시/NNG;이자/NNG;부담/NNG,3,0,1
대출/NNG;위험관리/NNG;강화/NNG,14,5,14
부동산/NNG;수요/NNG;감소/NNG,3,1,2
금리/NNG;상승/NNG;부실/NNG,3,4,1
투자수익률/NNG;상승/NNG,4,2,8
유형재/NNG,7,4,8
중대형/NNG,467,134,454
공실률/NNG,117,73,139
방문객/NNG,47,42,96
유천/NNG,3,1,0
구도심/NNG,27,10,33
상권/NNG,202,155,315
가속화/NNG,9,7,10
이자율/NNG;변동/NNG;위험/NNG,2,2,1
비용/NNG;증가/NNG;우려/NNG,12,2,6
시스템/NNG;위험/NNG,136,74,143
위험/NNG;제거/NNG,27,14,20
위험/NNG;방지/NNG,33,14,39
신용카드사/NNG,305,145,247
증거금/NNG,117,110,127
교환/NNG,937,540,826
장파/NNG,7,0,5
증거금제도/NNG,5,12,2
중앙청/NNG,9,11,25
산소/NNG,40,24,66
변동증거금/NNG,8,4,1
개시증거금/NNG,3,1,7
상대방/NNG,155,96,188
일반기업/NNG,130,57,152
부동산/NNG;가격/NNG;급등/NNG,98,43,151
부동산/NNG;가격/NNG;오르/VV,56,27,70
최대/NNG;위협/NNG,22,7,15
투기/NNG;우려/NNG,15,3,12
우려/NNG;없/VA,83,33,83
집값/NNG;낮/VA,5,2,5
반대편/NNG,28,8,24
복지/NNG,1864,1112,2009
현지인/NNG,16,11,24
특유/NNG,105,38,106
실용주의/NNG,23,4,21
세입자/NNG,572,374,590
대변/NNG,264,119,313
초고층/NNG,49,24,78
빌딩/NNG,662,383,652
드물/VA,212,112,257
도심지/NNG,9,6,16
묵/VV,38,21,30
도로/NNG,659,359,697
누비/VV,14,5,14
수납/NNG,46,19,61
왜건/NNG,1,3,2
왕립/NNG,72,40,88
공과/NNG,46,17,40
토론/NNG,627,461,600
산다/VV,147,85,164
시골/NNG,34,14,37
중심가/NNG,25,12,25
번화가/NNG,11,2,8
건너편/NNG,16,5,21
배척/NNG,15,5,6
멋진/VA,28,9,21
다가구주택/NNG,73,49,93
의제/NNG,279,133,278
이민자/NNG,33,16,30
임차인/NNG,213,134,366
젊/VA,334,197,347
온/VV,416,163,387
가계/NNG;부채/NNG;시스템/NNG;위험/NNG,5,8,11
부채/NNG;증가/NNG;속도/NNG;늦/VV,7,5,8
높/VA;가계/NNG;부채/NNG;증가/NNG,7,3,5
물가/NNG;안정/NNG;금융안정/NNG,28,12,29
가계/NNG;부채비율/NNG;증가/NNG,3,0,2
가계/NNG;부채/NNG;위험/NNG,87,60,112
부채/NNG;증가/NNG;꺾/VV,2,0,0
주택가격/NNG;안정/NNG,81,15,69
부채비율/NNG;오르/VV,9,9,16
안정/NNG;효과/NNG,68,25,74
안정성/NNG;해치/VV,24,10,19
종언/NNG,45,20,61
묵혀/VV,18,10,8
청구서/NNG,18,16,14
날아들/VV,11,4,28
틈타/VV,120,48,91
몸집/NNG,173,67,187
잇달/VV,553,298,564
성찰/NNG,21,3,31
학계/NNG,212,113,200
맞춰서/VV,63,31,72
조장/NNG,198,82,241
투기과열지구/NNG,159,123,227
찾아볼/VV,126,79,135
느긋/NNG,88,36,89
감독청/NNG,43,20,59
집/NNG;마련/NNG;부담/NNG,5,1,10
구할/VV,82,36,110
자부담/NNG,692,174,561
전용상품/NNG,153,62,147
선보인다/VV,96,29,88
혼합형/NNG,660,305,810
출도/NNG,101,32,83
무주택세대주/NNG,48,14,33
자금/NNG;조달/NNG;여건/NNG;악화/NNG,13,6,11
가계/NNG;기업/NNG;부담/NNG,15,11,14
기업/NNG;부담/NNG;완화/NNG,9,5,5
거시/NNG;안정/NNG,69,37,64
체감도/NNG;높/VA,12,7,10
환산액/NNG,27,12,30
전략산업/NNG,104,37,99
부서/NNG,444,203,485
방법론/NNG,26,20,26
사업구조/NNG,158,91,164
금융제도/NNG,80,29,65
대국민/NNG,143,87,180
민영/NNG,35,10,11
산단/VV,25,14,67
전파/NNG,172,82,117
개방/NNG,1167,613,1142
운용비/NNG,2,0,2
고령사회/NNG,44,12,47
유기/NNG,149,68,180
체감도/NNG,80,34,64
집중투자/NNG,119,56,118
상한액/NNG,65,18,41
대체/MAG,157,78,167
가사/NNG,50,18,59
돌봄/VV,26,27,49
종합지원센터/NNG,32,32,55
남녀/NNG,121,66,128
해고/NNG,356,145,441
고의/NNG,63,20,60
다중/NNG,29,12,28
유족연금/NNG,9,4,12
사적연금/NNG,16,38,56
재생/NNG,125,66,137
설비투자펀드/NNG,23,17,24
국고보조/NNG,8,6,12
제2금융권/NNG,766,515,927
소도시/NNG,25,16,17
알파/NNG,262,177,343
실거/NNG,15,3,21
기준시가/NNG,100,20,79
다중채무자/NNG,159,160,226
수입규제/NNG,44,26,28
비관세장벽/NNG,39,7,41
통합지원센터/NNG,20,18,37
한중/NNG,232,113,257
자유무역협정/NNG,323,172,384
대출/NNG;확대/NNG,171,94,213
공급/NNG;확충/NNG,8,4,5
교통수단/NNG,19,8,23
경제관계장관회의/NNG,268,165,270
국유재산법/NNG,11,1,4
사업지/NNG,35,20,55
셰어/NNG,53,33,50
금전/NNG,96,74,145
주택구입자금/NNG,199,76,172
공급계/NNG,2,0,0
획인/NNG,2,0,1
구입비/NNG,47,21,55
시군/NNG,54,34,57
환승/NNG,73,25,75
발행/NNG;실적/NNG;증가/NNG,4,2,2
금리/NNG;매력/NNG;크/VV,6,1,2
채권/NNG;발행/NNG;줄/VV,16,10,19
입성/NNG,64,28,54
우량등급/NNG,484,314,622
발행비중/NNG,179,65,123
중기채/NNG,17,13,19
기업/NNG;생산성/NNG;향상/NNG,11,2,5
국토/NNG,348,171,394
빈/VV,384,166,359
특례법/NNG,48,19,28
밀집/NNG,162,89,204
정비계획/NNG,19,5,13
공용/NNG,23,15,17
해상도/NNG,15,11,19
식별/NNG,51,11,28
스타기업/NNG,51,19,41
기술개발/NNG,285,138,287
강소기업/NNG,38,48,59
용기/NNG,111,50,146
고온/NNG,14,10,28
고압/NNG,9,3,12
경영/NNG;여건/NNG;개선/NNG,11,12,8
하락/NNG;비용/NNG;감소/NNG,3,3,0
금리/NNG;인상/NNG;없/VA,246,128,170
정/NNG,184,66,167
목상/NNG,24,35,54
여신전문금융업법/NNG,27,17,35
맹점/NNG,233,102,202
거둘/VV,284,186,370
수출/NNG;견조/NNG,24,6,29
거쳐서/VV,18,9,23
일기/NNG,54,33,63
둬서/VV,18,10,15
느/VV,86,41,101
건보/NNG,114,47,121
명예/NNG,309,136,302
간접지원/NNG,17,9,27
출/VV,435,120,304
산아/NNG,7,5,7
금별/NNG,1,0,0
벤치마크/NNG,534,326,698
디플레이터/NNG,89,45,77
불용/NNG,36,19,22
직접일자리사업/NNG,1,5,1
드린다/VV,76,39,71
수업료/NNG,40,15,40
학비/NNG,64,30,72
료/NNG,135,53,105
택/NNG,47,23,29
장시/NNG,40,14,27
부동산/NNG;위축/NNG,66,21,43
지분가치/NNG,57,30,54
친환경농산물/NNG,19,12,19
주택가격/NNG;지수/NNG;상승/NNG,17,4,11
수요/NNG;부진/NNG;우려/NNG,15,7,10
공급/NNG;차질/NNG;우려/NNG,34,5,24
우려/NNG;오르/VV,25,9,19
신제품/NNG,269,109,219
전망/NNG;시중/NNG;금리/NNG;상승/NNG,1,0,1
소비자/NNG;물가/NNG;오르/VV;상승/NNG,5,2,3
수출/NNG;투자/NNG;증가/NNG,10,3,3
세계/NNG;경제/NNG;개선/NNG,18,7,18
투자/NNG;수요/NNG;증가/NNG,25,9,26
경상/NNG;수지/NNG;흑자/NNG,503,335,670
구매력/NNG;향상/NNG,13,7,10
경기/NNG;내리/VV,12,4,5
경기/NNG;꺾/VV,44,20,24
낮/VA;추세/NNG,67,25,51
나타난다는/VV,39,22,49
주택분양/NNG,59,32,69
상저하고/NNG,167,77,156
低下/NNG,36,18,54
금리/NNG;상승/NNG;위험/NNG,46,39,64
자금/NNG;경색/NNG;막/VV,8,3,4
재가동/NNG,127,82,214
캐피탈콜/NNG,6,5,9
프라이머리/NNG,29,21,60
관리관/NNG,67,36,98
스킨십/NNG,8,4,10
환율보고서/NNG,280,172,260
환율조작국/NNG,326,260,407
심층/NNG,112,55,107
대상국/NNG,44,25,59
기울인다/VV,6,4,2
국익/NNG,64,20,79
일대일로/NNG,72,58,124
위안원/NNG,213,176,234
아시아태평양경제협력체/NNG,26,16,15
규범/NNG,55,33,60
어긋나/VV,102,32,119
wto/NNG,224,113,317
금리/NNG;인상/NNG;양적완화/NNG,13,9,17
글로벌/NNG;금리/NNG;인상/NNG,104,15,44
선진국/NNG;금리/NNG;인상/NNG,50,19,37
금리/NNG;인상/NNG;상승/NNG,44,21,38
유동성/NNG;위기/NNG;빠지/VV,18,6,28
저금리/NNG;양적완화/NNG,3,6,6
신용/NNG;거품/NNG,25,21,32
물씬/MAG,12,4,11
풍기/VV,21,9,31
자타/NNG,15,5,15
다뤘/VV,37,17,37
위원단/NNG,10,21,19
타결/NNG,830,586,1363
숨/VV,141,53,136
공로자/NNG,3,4,7
로즈/NNG,58,21,107
벽면/NNG,7,5,13
수교/NNG,24,18,44
훈장/NNG,40,25,62
흥/MAG,7,4,11
인장/NNG,9,0,0
기념사진/NNG,3,5,3
걸려/VV,174,74,199
애정/NNG,53,25,31
엿볼/VV,162,90,175
투/MAG,21,6,20
월드/NNG,315,173,327
포즈/NNG,10,2,5
대량/NNG,1252,644,1199
보유자산/NNG,574,382,504
밸런스/NNG,56,35,84
나선다는/VV,114,49,122
결정지/VV,88,25,71
펼쳐야/VV,69,31,80
조심스레/MAG,54,21,54
돼서/VV,113,61,133
irs/NNG;갭/NNG;스왑베이시스/NNG;역전폭/NNG;축소/NNG,44,13,30
irs/NNG;상승/NNG,34,18,29
셌/VV,34,26,31
디플레이션/NNG;경기/NNG;침체/NNG,11,18,37
금리/NNG;목표/NNG;상향/NNG,13,4,10
소비/NNG;물가/NNG;상승/NNG,5,0,1
경제/NNG;지표/NNG;호조/NNG,523,375,587
금리/NNG;목표/NNG;오르/VV,28,2,12
물가/NNG;오르/VV,445,178,422
품목/NNG,992,398,1001
금리/NNG;국제/NNG;유가/NNG;급등/NNG,3,2,6
위험자산/NNG;선호/NNG;강화/NNG,54,50,50
유가/NNG;급등/NNG;우려/NNG,12,2,5
금리/NNG;높/VA;상승/NNG,7,1,4
점차/MAG;상승/NNG;크/VV,15,8,14
공개시장조작/NNG,439,190,516
응찰/NNG,800,467,874
중기물/NNG,86,40,104
국고채/NNG;지표/NNG;금리/NNG;상승/NNG,22,24,16
통안채/NNG;금리/NNG;오르/VV,53,33,43
긴장/NNG;늦/VV;없/VA,25,4,32
달러원/NNG;내리/VV,50,33,70
국고채/NNG;오르/VV,367,135,365
눈치/NNG,818,423,862
권운/NNG,237,54,61
템플/NNG,49,26,79
턴/XSV,136,47,159
드레싱/NNG,68,32,83
살벌/NNG,3,0,7
발행계획/NNG,869,390,729
세도/NNG,153,79,172
판다는/VV,22,6,11
금리/NNG;상승/NNG;변동성/NNG;확대/NNG,1,2,1
경상/NNG;수지/NNG;흑자/NNG;강세/NNG,2,3,1
채권시장/NNG;금리/NNG;상승/NNG,33,31,48
수익/NNG;내/VV;쉽/VA;않/VX,9,9,8
신흥국/NNG;경기/NNG;호조/NNG,3,2,2
경제/NNG;소비/NNG;증가/NNG,11,2,4
대외/NNG;금리/NNG;인상/NNG,36,19,32
수출/NNG;증가율/NNG;낮/VA,10,2,14
호조/NNG;양적완화/NNG,3,2,1
채권비중/NNG;축소/NNG,15,8,7
재정/NNG;안정/NNG,65,48,107
안정성/NNG;높/VA,83,45,112
높/VA;상승/NNG,214,90,214
공무원연금/NNG,191,155,406
단장/NNG,206,150,246
바라봤/VV,14,10,26
눈여겨/VV,389,188,382
바로미터/NNG,99,62,127
눈여겨보/VV,58,31,80
위탁운용사/NNG,15,19,50
초과수익/NNG,175,68,149
주식비중/NNG,536,227,521
가져/VV,125,68,152
자산군/NNG,75,33,79
주효/NNG,138,59,132
기업/NNG;신용등급/NNG;상향/NNG,8,1,1
기업/NNG;신용등급/NNG;하향/NNG,9,6,10
위험/NNG;정치/NNG;불확실성/NNG,3,3,2
경상/NNG;수지/NNG;악화/NNG,54,16,44
신용등급/NNG;하락/NNG,123,77,142
신흥시장/NNG;위험/NNG,32,21,42
순유/NNG,11,7,11
리파이낸싱/NNG,272,140,304
입안자/NNG,98,45,113
유동성/NNG;자산/NNG;가격/NNG;상승/NNG,2,1,1
금리/NNG;내리/VV;금리/NNG;오르/VV,4,8,9
금융안정/NNG;위험/NNG;우려/NNG,4,0,0
은행/NNG;시스템/NNG;위험/NNG,8,5,10
금융위기/NNG;이전/NNG;늘/VV,2,0,1
가계/NNG;부채/NNG;증가/NNG,342,226,423
인하/NNG;금리/NNG;내리/VV,4,1,2
금리/NNG;낮/VV;인하/NNG,4,5,6
금리/NNG;낮/VV;없/VA,14,6,21
주택가격/NNG;회복/NNG,16,8,19
주택가격/NNG;하락/NNG,345,116,346
주택가격/NNG;급등/NNG,83,31,72
주택가격/NNG;오르/VV,108,58,95
금융위기/NNG;오르/VV,7,1,3
금융위기/NNG;높/VA,8,7,4
부채비율/NNG;낮/VA,37,12,28
주택가격/NNG;높/VA,14,4,15
진원/NNG,30,9,30
비켜/VV,26,22,35
섰으면서도/VV,1,0,0
결제은행/NNG,7,4,8
bis/NNG,1363,719,1944
비켜간/VV,8,5,10
푼/VV,71,51,97
고고/NNG,11,6,9
高高/NNG,23,4,13
리먼브라더스사태/NNG,286,173,408
금융규제/NNG,575,302,527
뒤따라/VV,47,31,64
나타난다고/VV,25,17,37
외국인/NNG;원화채권/NNG;보유/NNG;잔고/NNG;증가/NNG,3,0,0
외국인/NNG;자금/NNG;이탈/NNG;우려/NNG,30,19,37
대내외/NNG;정책/NNG;불확실성/NNG,3,0,1
외국인/NNG;수급/NNG;불안/NNG,5,6,4
외국인/NNG;수급/NNG;우려/NNG,3,1,1
우려/NNG;우호적/VAX,2,2,2
원화/NNG;안정/NNG,21,6,25
사들인/VV,365,250,396
살펴봐도/VV,29,11,24
돌이켜/VV,73,37,47
비울/VV,5,3,14
고정/NNG;금리/NNG;대출/NNG;확대/NNG,36,20,29
부동산/NNG;가격/NNG;상승/NNG,234,102,234
부동산/NNG;금리/NNG;인상/NNG,38,9,23
부동산/NNG;규제/NNG;강화/NNG,43,24,36
대출/NNG;금리/NNG;인상/NNG,292,102,164
가계/NNG;이자/NNG;부담/NNG,32,6,27
금리/NNG;인상/NNG;인하/NNG,33,22,40
금리/NNG;인상/NNG;낮/VA,13,5,8
부채/NNG;부담/NNG;늘/VV,15,7,11
주택가격/NNG;고평가/NNG,6,3,3
자산시장/NNG;거품/NNG,61,25,53
디폴트/NNG;증가/NNG,12,6,16
부동산/NNG;호황/NNG,40,13,41
닷컴/NNG;거품/NNG,69,20,75
신용등급/NNG;낮/VA,179,97,226
거품/NNG;과도/NNG,4,1,4
집값/NNG;급등/NNG,77,50,60
거품/NNG;꺼지/VV,67,28,96
즐비/NNG,40,25,50
전경/NNG,11,2,24
거닐/VV,2,0,2
심심/NNG,49,10,24
플래카드/NNG,4,5,9
닷컴/NNG,642,216,729
허공/NNG,29,6,35
일상/NNG,220,155,298
본질/NNG,315,138,355
감행/NNG,120,54,67
지어야/VV,16,11,20
재앙/NNG,218,114,202
꺼지/VV,314,142,352
주택가/NNG,22,9,39
주택담보대출/NNG;원리금/NNG;상환/NNG;부담/NNG,7,1,6
아직/MAG;정하/VV;지지/NNG;않/VX,22,12,40
연체/NNG;부실/NNG,6,4,5
승표/NNG,60,51,94
하우스푸어/NNG,166,212,294
구제안/NNG,156,67,359
부동산투자회사/NNG,30,17,43
감정가/NNG,89,67,131
호수/NNG,67,61,126
주택정책/NNG,102,64,123
글로벌/NNG;금융시장/NNG;금리/NNG;인상/NNG,8,3,8
아직/MAG;fed/NNG;금리/NNG;인상/NNG,5,3,3
금리/NNG;인상/NNG;충격/NNG;흡수/NNG,5,0,5
유럽연합/NNG;금리/NNG;인상/NNG,13,3,1
글로벌/NNG;금리/NNG;오르/VV,13,12,19
임금/NNG;상승/NNG;억제/NNG,13,1,7
가계/NNG;금리/NNG;인상/NNG,12,1,8
가처분/NNG;소득/NNG;줄/VV,14,8,24
부동산/NNG;영향/NNG;줄/VV,4,2,0
상환/NNG;부담/NNG;줄/VV,21,8,16
가계/NNG;부채/NNG;늘/VV,102,76,153
경제/NNG;좋/VA;않/VX,73,35,54
주택시장/NNG;과열/NNG,33,34,50
인플레이션/NNG;낮/VV,24,11,29
주택가격/NNG;내리/VV,19,5,19
부동산/NNG;타격/NNG,11,7,12
부동산/NNG;상승/NNG,59,24,72
이자비용/NNG;많/VA,1,0,2
이자비용/NNG;늘/VV,28,8,31
소비/NNG;줄/VV,140,57,147
건설/NNG;늘/VV,9,7,16
소득/NNG;작/VA,30,13,30
쪼갠다/VV,1,2,3
환제/NNG,7,2,2
빌렸/VV,102,64,148
흔드/VV,94,48,89
변했/VV,169,83,204
부르크/NNG,3,3,5
변혁기/NNG,4,1,5
평론가/NNG,27,3,20
노년층/NNG,66,40,85
망명자/NNG,1,0,0
노릴/VV,117,60,122
금리/NNG;인상/NNG;전망/NNG;금리/NNG;인상/NNG,7,0,8
높/VA;끝/NNG,63,41,66
뉴욕후장가격/NNG,1125,1017,1692
박싱데이/NNG,13,2,11
세제개편안/NNG,973,214,600
채권/NNG;가격/NNG;하락/NNG;채권시장/NNG;약세/NNG,7,1,8
국채선물시장/NNG;외국인/NNG;매도/NNG;약세/NNG,1,0,0
초장기물/NNG;금리/NNG;상승/NNG,30,16,22
국고채/NNG;금리/NNG;오르/VV,180,86,169
전례/NNG;찾/VV;어렵/VA,8,2,9
원화/NNG;상승/NNG,196,115,174
셀코리아/NNG,86,43,107
떠올릴/VV,10,5,15
출렁였/VV,123,69,158
엑소더스/NNG,74,30,70
원화자산/NNG,140,109,164
연장선/NNG,154,78,160
버텨/VV,79,33,86
대출/NNG;한도/NNG;높/VV,13,4,10
임대료/NNG;부담/NNG,19,7,20
공공분양주택/NNG,23,5,14
소호/NNG,217,85,187
민영주택/NNG,37,21,42
임차가구/NNG,11,15,13
원수/NNG,55,21,73
매도인/NNG,16,6,11
수출/NNG;경쟁력/NNG;악화/NNG,9,7,14
위험/NNG;금리/NNG;상승/NNG,6,3,9
금리/NNG;상승/NNG;부담/NNG,46,17,34
일자리/NNG;확충/NNG,15,13,18
악화/NNG;위험/NNG,14,3,16
유발투자/NNG,1,0,0
복수/NNG,334,202,398
불공정거래/NNG,176,80,151
양립/NNG,54,43,50
공급측면/NNG;물가/NNG;상승/NNG;압력/NNG;완화/NNG,2,0,0
경기/NNG;회복/NNG;수요/NNG;압력/NNG,4,5,0
수요/NNG;압력/NNG;상승/NNG,5,0,2
물가/NNG;상승/NNG;둔화/NNG,66,65,81
금리/NNG;인상/NNG;그치/VV,61,24,48
많/VA;금리/NNG;인상/NNG,106,53,92
예상/NNG;그치/VV,9,2,1
낮/VA;둔화/NNG,1,1,1
물가/NNG;낮/VV,30,13,21
미스터리/NNG,51,9,28
참조/NNG,278,161,350
공급측면/NNG,251,105,216
농축수산물/NNG,378,169,315
외식/NNG,115,70,135
더뎌지/VA,59,24,42
물가안정목표제/NNG,158,53,185
디/VV,4,8,8
장기물/NNG;상승/NNG;커브/NNG;플래트닝/NNG,1,0,0
채권/NNG;금리/NNG;플래트닝/NNG,1,0,2
낮/VA;물가/NNG;상승/NNG,22,14,14
채권시장/NNG;플래트닝/NNG,4,3,5
변동성/NNG;축소/NNG,122,74,123
진흥원/NNG,106,60,98
협동조합/NNG,130,59,178
금리/NNG;매력/NNG;높/VA,14,14,19
듀레이션/NNG;고금리/NNG,1,0,0
경보/NNG,181,104,190
켜졌/VV,161,101,180
유사시/NNG,103,59,101
강제전환/NNG,5,0,9
자본증권/NNG,43,32,68
초순/NNG,93,37,96
수의상환수익률/NNG,1,0,0
임의/NNG,160,97,208
분포/NNG,373,209,377
리트/NNG,45,24,31
저널/NNG,343,242,356
까다로웠/VA,5,2,5
해버린다면/XSV,1,0,1
해버릴/XSV,5,2,7
로이즈/NNG,31,19,46
기울여야/VV,239,121,258
비전문가/NNG,2,4,4
가계/NNG;부채/NNG;원리금/NNG;상환/NNG;부담/NNG,12,11,7
금리/NNG;인상/NNG;시장/NNG;금리/NNG;상승/NNG,25,11,26
경상/NNG;수지/NNG;상품/NNG;수지/NNG;흑자/NNG,9,4,8
하락/NNG;물가/NNG;상승/NNG;둔화/NNG,2,6,1
금리/NNG;인상/NNG;영향/NNG;상승/NNG,3,0,4
회사채/NNG;금리/NNG;인상/NNG,4,0,1
건설/NNG;투자/NNG;둔화/NNG,11,7,9
투자/NNG;증가/NNG;둔화/NNG,17,2,7
투자/NNG;여건/NNG;악화/NNG,7,3,4
전망/NNG;하방/NNG;위험/NNG,17,13,18
수지/NNG;흑자/NNG;확대/NNG,3,1,9
상승률/NNG;소폭/MAG;낮/VA,4,5,4
성장/NNG;둔화/NNG;낮/VA,3,3,6
낮/VA;수요/NNG;압력/NNG,5,2,1
경제정책/NNG;성장/NNG,14,4,7
최저임금/NNG;상승/NNG,17,10,3
달러원/NNG;절상/NNG,5,2,5
달러원/NNG;떨어/VV,78,38,65
여력/NNG;감소/NNG,21,3,18
둔화/NNG;성장/NNG,14,3,9
둔화/NNG;추세/NNG,89,31,106
수지/NNG;악화/NNG,18,16,36
수출/NNG;회복/NNG,184,111,185
회복/NNG;양호/NNG,8,0,2
달러원/NNG;낮/VA,25,15,26
수출/NNG;늘/VV,211,122,245
경연/NNG,128,91,159
이러한/VA,32,17,25
규제정책/NNG,85,45,92
편성/NNG,1161,843,2231
한미fta/NNG,733,250,583
재협상/NNG,250,158,287
뽑혔/VV,40,24,44
소비자/NNG;심리/NNG;지수/NNG;상승/NNG,17,11,16
소비자/NNG;심리/NNG;지수/NNG;하락/NNG,20,6,21
소비자/NNG;심리/NNG;지수/NNG;넘/VV,7,0,2
물가/NNG;상승/NNG;영향/NNG;줄/VV,7,0,4
소비자/NNG;물가/NNG;상승/NNG,358,169,334
지수/NNG;상승/NNG;꺾/VV,6,0,4
북한리스크/NNG;하락/NNG,4,0,1
상승곡선/NNG,163,94,153
그렸으나/VV,1,2,1
생활형편/NNG,205,80,179
세부지수/NNG,7,3,7
현재생활형편/NNG,103,50,95
취업기회/NNG,89,51,94
공공요금/NNG,587,214,417
플래트닝/NNG;일드커브/NNG;플래트닝/NNG,13,6,3
인플레이션/NNG;기대/NNG;확산/NNG,39,4,21
글로벌/NNG;경기/NNG;호전/NNG,2,5,6
실물/NNG;경기/NNG;개선/NNG,16,8,13
위험/NNG;요인/NNG;확대/NNG,1,3,4
장단기스프레드/NNG;축소/NNG,80,43,52
신흥국/NNG;위험/NNG,38,38,58
개선/NNG;조짐/NNG,88,45,132
기대/NNG;하락/NNG,60,33,53
