,hawkish,neutral,dovish
채권시장/NNG;외국인/NNG;자금/NNG;이탈/NNG,0,0,1
금리/NNG;인상/NNG;금융시장/NNG;불안/NNG,0,0,1
절하/NNG;신흥국/NNG;통화/NNG;약세/NNG,0,0,1
자금/NNG;조달/NNG;유동성/NNG;위험/NNG,0,0,2
기초/NNG;경제/NNG;여건/NNG;취약/NNG,0,0,1
단기/NNG;시장/NNG;금리/NNG;하락/NNG,0,0,2
자금/NNG;조달/NNG;여건/NNG;악화/NNG,1,0,1
통화정책/NNG;차별화/NNG;완화/NNG,0,0,1
외국인/NNG;채권투자/NNG;감소/NNG,0,0,2
금리/NNG;방향/NNG;불확실성/NNG,0,0,2
국채/NNG;스프레드/NNG;상승/NNG,0,0,1
신용공여/NNG;한도/NNG;확보/NNG,0,0,1
금리/NNG;인상/NNG;외부충격/NNG,0,0,1
단기/NNG;금융시장/NNG;불안/NNG,0,0,1
변동성/NNG;지나치/VA;확대/NNG,0,1,1
글로벌/NNG;금리/NNG;상승/NNG,0,0,1
글로벌/NNG;경기/NNG;개선/NNG,1,0,1
글로벌/NNG;금리/NNG;인상/NNG,0,0,1
위험/NNG;완전히/MAG;해소/NNG,0,0,1
경제/NNG;회복/NNG;모멘텀/NNG,0,0,3
성장/NNG;잠재력/NNG;확충/NNG,2,2,2
내외/NNG;금리갭/NNG;확대/NNG,3,3,3
외화/NNG;유동성/NNG;확보/NNG,0,0,4
유동성/NNG;경색/NNG;위험/NNG,0,0,1
적정/NNG;유동성/NNG;확보/NNG,0,0,1
회사채/NNG;금리/NNG;급등/NNG,0,0,1
장기물/NNG;투자/NNG;증가/NNG,0,0,2
금융시장/NNG;변동성/NNG;크/VV,0,0,2
경기/NNG;부진/NNG;우려/NNG,0,0,2
외채/NNG;상환/NNG;부담/NNG,0,0,1
원화/NNG;환율/NNG;안정/NNG,0,0,2
금리/NNG;변동/NNG;제한/NNG,1,0,1
경제/NNG;금리/NNG;인상/NNG,0,0,2
rp/NNG;시장/NNG;확대/NNG,0,0,1
경기/NNG;개선/NNG;강하/VA,0,0,1
높/VA;가능성/NNG;배제/NNG,0,0,1
담보/NNG;가격/NNG;떨어/VV,0,0,1
유동성/NNG;위험/NNG;높/VA,1,0,2
자금/NNG;조달/NNG;어렵/VA,0,0,2
위험/NNG;높/VA;우려/NNG,0,0,2
신흥국/NNG;신용위험/NNG,0,0,1
그림자금융/NNG;부실/NNG,0,0,1
그림자금융/NNG;위험/NNG,0,0,3
금융시장/NNG;위험/NNG,1,1,5
듀레이션/NNG;확대/NNG,0,0,2
신용등급/NNG;하락/NNG,2,2,3
원달러/NNG;급등/NNG,2,1,2
수출/NNG;개선/NNG,3,1,1
개선/NNG;효과/NNG,1,0,3
아직/MAG;위험/NNG,1,1,3
여력/NNG;제한/NNG,0,0,2
성장/NNG;부진/NNG,0,0,3
기대/NNG;우세/NNG,1,0,1
자금/NNG;감소/NNG,0,0,3
위험/NNG;확대/NNG,1,1,3
투자/NNG;위험/NNG,0,1,1
기업/NNG;어렵/VA,0,0,1
고용/NNG;늘/VV,0,0,1
청취/NNG,0,0,2
거의/MAG,25,8,24
적응/NNG,4,1,1
타개/NNG,0,0,2
낫/VV,9,1,8
강건/NNG,1,1,2
그리스사태/NNG,1,2,22
과감/NNG,6,1,16
탕감/NNG,0,0,2
상수/NNG,0,0,2
기점/NNG,0,0,4
합해/VV,0,1,1
고착화/NNG,7,1,4
의할/VV,1,0,4
보고/NNG,4,0,10
특징/NNG,4,1,15
붙/VV,0,0,1
모멘텀/NNG,14,3,20
추/NNG,9,4,12
가적/NNG,1,0,2
시나리오분석/NNG,0,0,2
평소/NNG,0,1,2
매크로/NNG,3,1,9
영하/NNG,0,0,1
연쇄/NNG,1,0,3
파/VV,1,3,2
증권회사/NNG,2,0,8
지분/NNG,0,0,2
예치금/NNG,0,0,5
허용/NNG,8,3,7
시의/NNG,1,0,1
국채선물시장/NNG,8,3,12
가하/NNG,5,1,2
유추/NNG,0,0,1
bbb등급/NNG,4,0,5
채시/NNG,0,0,2
봉착/NNG,1,0,1
사후/NNG,0,0,11
선별/NNG,1,2,2
최종/NNG,2,0,4
유동성공급자/NNG,0,0,2
니기/NNG,0,0,1
채권단/NNG,0,0,2
듀레이션/NNG,2,0,8
스/VV,1,0,2
중앙은행자금/NNG,2,1,2
콜차입/NNG,1,0,3
단기자금시장/NNG,1,0,5
하락국면/NNG,1,0,5
순발행금액/NNG,0,0,1
기업회계/NNG,0,0,1
간주/NNG,1,0,2
직간접/NNG,2,0,2
달/NNG,143,35,118
유로존/NNG;경기/NNG;회복/NNG;지연/NNG,0,0,1
원화/NNG;환율/NNG;하락/NNG;압력/NNG,0,1,1
완화/NNG;시장/NNG;금리/NNG;하락/NNG,0,0,1
금리/NNG;인상/NNG;예상/NNG;늦/VV,0,0,2
경기/NNG;하방/NNG;압력/NNG;크/VV,0,0,1
커버드본드/NNG;시장/NNG;활성화/NNG,0,0,1
그리스사태/NNG;금리/NNG;인상/NNG,0,0,1
디플레이션/NNG;우려/NNG;완화/NNG,0,0,2
회사채/NNG;시장/NNG;신용위험/NNG,1,0,1
기업/NNG;자금사정/NNG;개선/NNG,1,0,1
채권시장/NNG;수급/NNG;불안/NNG,0,0,1
원자재/NNG;가격/NNG;안정/NNG,0,0,1
통화정책/NNG;대응/NNG;어렵/VA,0,0,1
외화/NNG;유동성/NNG;위험/NNG,0,0,3
금리/NNG;지준율/NNG;인하/NNG,0,0,2
건전성/NNG;규제/NNG;강화/NNG,1,1,2
회사채/NNG;금리/NNG;상승/NNG,0,1,2
채권시장/NNG;변동성/NNG;크/VV,0,0,1
위험/NNG;금리/NNG;인상/NNG,0,0,2
금리/NNG;하방/NNG;압력/NNG,0,0,1
지연/NNG;금리/NNG;인상/NNG,0,0,1
회사채/NNG;시장/NNG;어렵/VA,0,0,2
국채/NNG;금리/NNG;과도/NNG,0,0,1
고정/NNG;금리/NNG;상승/NNG,0,0,1
부실/NNG;위험/NNG;증가/NNG,0,0,1
주택/NNG;경기/NNG;개선/NNG,0,0,2
회사채/NNG;금리/NNG;높/VA,0,0,1
투자/NNG;유인/NNG;높/VA,0,1,1
단기/NNG;외채/NNG;늘/VV,0,1,3
경제/NNG;예상/NNG;좋/VA,0,0,1
예상/NNG;좋/VA;않/VX,1,0,1
금융시장/NNG;과열/NNG,0,0,1
안전자산/NNG;선호/NNG,3,1,5
주택가격/NNG;급락/NNG,1,0,2
주택시장/NNG;위험/NNG,0,0,1
대손비용/NNG;증가/NNG,0,0,1
금융안정/NNG;위협/NNG,0,0,3
금융안정/NNG;부담/NNG,0,0,1
디폴트/NNG;위험/NNG,0,0,2
손실/NNG;제한적/VAX,0,0,1
수출/NNG;부정적/VAX,3,0,2
변동성/NNG;제한/NNG,0,0,1
개선/NNG;제한/NNG,0,0,1
인하/NNG;효과/NNG,2,0,9
신용등급/NNG;낮/VA,0,1,6
낮/VA;신용위험/NNG,0,0,1
위험/NNG;제거/NNG,0,0,1
거시/NNG;충격/NNG,0,1,1
은행/NNG;완화/NNG,0,0,1
위험/NNG;없/VA,1,1,1
친화/NNG;않/VX,0,0,1
외교/NNG,0,0,1
이해관계/NNG,2,0,3
정에/NNG,1,0,1
외투/NNG,1,0,1
타낸/VV,0,1,1
전용/NNG,0,1,2
가칭/NNG,0,0,1
도입계획/NNG,0,0,1
투자처/NNG,2,0,2
수요우위/NNG,2,1,6
선박금융/NNG,0,0,1
하가/NNG,0,0,1
타협/NNG,0,0,1
국제통화/NNG,0,1,4
잉/NNG,0,0,1
글/NNG,5,0,4
벌/NNG,4,0,3
성정/NNG,0,0,1
조정국면/NNG,0,0,7
동구권/NNG,0,0,3
한도소진/NNG,0,0,1
상하이종합지수/NNG,0,0,1
가의/NNG,4,1,3
신용거래/NNG,3,1,11
지준율/NNG,11,2,10
양로보험/NNG,0,0,1
기금/NNG,1,2,11
증권거래세/NNG,0,0,1
량조/NNG,0,0,1
층/NNG,2,1,4
공시/NNG,0,0,4
수습/NNG,1,0,4
부자/NNG,0,0,2
줄어든다는/VV,0,0,1
사모펀드/NNG,1,2,1
재매/NNG,0,0,1
활발히/MAG,0,0,4
반응도/NNG,0,0,1
영하/VA,0,0,2
메시지/NNG,0,1,1
워킹/NNG,0,0,1
페이퍼/NNG,0,0,1
구사/NNG,0,0,1
제거/NNG,5,1,4
커버드본드/NNG,0,0,7
자산부채/NNG,1,0,4
만기일/NNG,1,0,1
증권화/NNG,0,0,1
전국/NNG,16,4,11
호재/NNG,1,0,3
세밀/NNG,1,0,5
대한다거나/VV,0,0,1
협소/NNG,0,0,2
역마진/NNG,0,0,2
대손비용/NNG,1,0,5
머무르/VV,17,8,36
다각도/NNG,4,0,7
위협/NNG,8,0,11
목표비중/NNG,0,0,2
최대한/NNG,2,0,4
국채/NNG;금리/NNG;변동성/NNG;확대/NNG,0,0,1
글로벌/NNG;금리/NNG;상승/NNG;압력/NNG,0,0,1
경상/NNG;수지/NNG;적자/NNG;우려/NNG,0,0,1
성장/NNG;경로/NNG;하방/NNG;위험/NNG,2,1,3
가계/NNG;부채/NNG;급증/NNG;완화/NNG,0,0,1
장단기스프레드/NNG;변동성/NNG;확대/NNG,0,0,1
높/VA;원리금/NNG;상환/NNG;부담/NNG,0,0,1
가계/NNG;부채/NNG;높/VA;증가/NNG,0,0,1
fed/NNG;양적완화/NNG;종료/NNG,0,0,1
수출/NNG;경쟁력/NNG;약화/NNG,2,0,1
거품/NNG;가능성/NNG;우려/NNG,1,0,1
개선/NNG;노력/NNG;강화/NNG,0,0,2
정책/NNG;주가/NNG;상승/NNG,0,0,1
경제/NNG;잠재/NNG;위험/NNG,0,0,1
실세/NNG;금리/NNG;하락/NNG,0,0,1
여신/NNG;금리/NNG;인하/NNG,0,0,3
실물/NNG;경제/NNG;제약/NNG,0,0,1
실물/NNG;경기/NNG;안정/NNG,0,0,1
달리/MAG;금리/NNG;하락/NNG,0,0,1
금리/NNG;인상/NNG;미루/VV,1,0,1
금리/NNG;내리/VV;낮/VA,0,0,1
통화정책/NNG;확장/NNG,0,0,1
주택가격/NNG;급등/NNG,4,0,1
경제/NNG;긍정적/VAX,5,1,1
저평가/NNG;해소/NNG,0,0,1
불안정성/NNG;높/VV,0,1,4
업황/NNG;악화/NNG,0,0,3
우려/NNG;높/VA,2,2,7
비용/NNG;크/VV,1,0,1
제도개선/NNG,1,0,4
소관/NNG,1,1,4
전향/NNG,0,0,4
장세/NNG,1,0,1
상압/NNG,1,0,1
촉/MAG,0,0,1
선물환시장/NNG,1,1,1
부양책/NNG,8,2,15
치의/NNG,0,0,1
정수/NNG,0,0,1
중국a주/NNG,0,0,1
시카고상업거래소/NNG,0,0,1
불이행/NNG,2,0,1
담보보완대출/NNG,0,0,1
일종/NNG,0,3,5
저평가/NNG,1,0,9
전세시장/NNG,1,0,1
노이즈/NNG,0,1,1
실세/NNG,1,1,4
반감/NNG,1,0,4
사실/MAG,3,2,1
여/NNG,10,3,17
방향설정/NNG,0,0,6
수취/NNG,1,0,1
매매이익/NNG,0,0,1
볼록/NNG,0,0,1
정형/NNG,0,0,1
커지/NNG,0,1,1
결정과정/NNG,0,0,2
보호/NNG,0,0,4
고/NNG,14,1,7
중복규제/NNG,0,0,1
법상/NNG,1,0,2
도소매/NNG,1,2,8
거시/NNG;건전성/NNG;감독/NNG;강화/NNG,1,0,0
기업/NNG;가계/NNG;대출/NNG;증가/NNG,1,0,0
부채/NNG;상환/NNG;부담/NNG;완화/NNG,1,0,0
대출/NNG;금리/NNG;변동/NNG;위험/NNG,1,0,0
실물/NNG;경제/NNG;회복/NNG;더디/VA,1,0,0
국제/NNG;신용등급/NNG;상향/NNG,1,0,0
매출/NNG;증가율/NNG;감소/NNG,1,0,0
자산/NNG;가격/NNG;급락/NNG,1,0,0
과도/NNG;금리/NNG;하락/NNG,1,0,0
채권/NNG;매입/NNG;중단/NNG,1,0,0
수출/NNG;가격/NNG;인하/NNG,1,0,0
신용/NNG;증가/NNG;확대/NNG,1,0,2
가계/NNG;부채/NNG;과도/NNG,1,0,0
역대/NNG;최저/NNG;하락/NNG,1,0,0
자산/NNG;가격/NNG;상승/NNG,6,0,5
통화/NNG;증가율/NNG;높/VA,4,1,3
금리/NNG;인상/NNG;늦/VV,2,0,0
위험/NNG;선호/NNG;높/VA,1,0,0
금융시장/NNG;거품/NNG,1,0,0
불안정성/NNG;확대/NNG,1,1,2
자금이동/NNG;우려/NNG,1,0,0
주식자금/NNG;이탈/NNG,1,0,0
레버리지/NNG;상승/NNG,3,0,0
주택시장/NNG;과열/NNG,1,0,1
유동성/NNG;감소/NNG,1,0,0
경제/NNG;부진/NNG,5,0,0
원화/NNG;상승/NNG,1,0,2
경제/NNG;개선/NNG,4,1,2
부채/NNG;확대/NNG,1,0,0
경기/NNG;회복/NNG,5,0,6
소위/NNG;위험/NNG,1,0,0
완화/NNG;우려/NNG,1,0,0
소비/NNG;회복/NNG,4,1,2
여력/NNG;늘/VV,1,0,0
위험/NNG;낮/VA,1,0,1
아베노믹스/NNG,4,6,13
더디/VA,6,0,12
트리플/NNG,1,0,0
생/NNG,4,1,2
제신/NNG,1,0,0
가사/NNG,1,0,1
괜찮/VA,3,2,1
엔저/NNG,3,7,12
밖/NNG,8,1,5
재정환율/NNG,1,0,0
결제/NNG,9,9,21
급히/MAG,2,0,0
정부조달/NNG,1,0,0
동/MAG,1,0,2
당사자/NNG,1,0,0
본질/NNG,1,0,2
충당/NNG,3,0,2
연계증/NNG,1,0,0
특정금전신탁/NNG,9,2,5
가한/VV,1,0,2
날/NNG,4,0,2
토/NNG,10,1,6
병존/NNG,2,2,1
여지/NNG,5,1,14
유관/NNG,4,0,1
관간/NNG,1,1,2
취해질/VV,1,0,0
공격적/VAX,5,1,3
기업경영분석/NNG,2,0,1
상장기업/NNG,2,2,3
영업이익률/NNG,2,1,4
역대/NNG,1,0,0
부의효과/NNG,2,2,0
외국인/NNG;증권/NNG;투자/NNG;확대/NNG,0,1,2
자금/NNG;단기/NNG;부동/NNG;우려/NNG,0,0,1
채권/NNG;금리/NNG;상승/NNG;압력/NNG,0,0,1
위험/NNG;회피/NNG;성향/NNG;강화/NNG,0,2,7
금융위기/NNG;안전자산/NNG;선호/NNG,0,1,1
경제/NNG;유동성함정/NNG;빠지/VV,0,0,1
일드커브/NNG;금리/NNG;인상/NNG,1,0,1
주택담보대출/NNG;금리/NNG;낮/VA,0,0,1
통화정책/NNG;유효/NNG;약화/NNG,1,0,1
잉여/NNG;유동성/NNG;증가/NNG,0,0,1
rp/NNG;시장/NNG;활성화/NNG,0,0,1
위험/NNG;유가/NNG;하락/NNG,0,0,1
채권/NNG;가격/NNG;급락/NNG,0,0,1
은행/NNG;위험/NNG;회피/NNG,0,0,1
디레버리징/NNG;위험/NNG,0,0,1
금융시스템/NNG;불안/NNG,0,0,1
소비성향/NNG;하락/NNG,0,0,1
소비성향/NNG;감소/NNG,0,0,1
불균형/NNG;완화/NNG,0,0,2
저물가/NNG;완화/NNG,0,0,1
수지/NNG;부정적/VAX,2,0,2
채권/NNG;최대/NNG,0,0,1
경제/NNG;부담/NNG,2,1,2
경기/NNG;하락/NNG,2,2,6
수익/NNG;증대/NNG,0,0,1
외채/NNG;급증/NNG,0,1,2
금리/NNG;높/VA,5,1,7
약화/NNG;낮/VA,1,0,1
철저히/MAG,2,2,4
원유/NNG,34,3,25
중앙정부/NNG,0,0,2
거액/NNG,2,1,6
역간/NNG,0,0,2
안들/NNG,0,0,1
연령/NNG,0,1,4
생활/NNG,6,2,15
주식비중/NNG,0,0,2
소비성향/NNG,0,0,3
가져가/VV,3,0,4
부동산신탁/NNG,0,0,1
주식펀드/NNG,37,12,31
박스권/NNG,0,0,2
차익실현/NNG,12,2,14
우상/NNG,0,0,1
향할/VV,0,0,1
중장기채/NNG,2,0,3
화폐/NNG,0,0,5
광의/NNG,4,2,3
벌어지/VV,0,2,2
대체자산/NNG,0,0,1
몰리/VV,2,1,2
보유기간/NNG,1,0,1
신용보증기금/NNG,1,0,2
출연료/NNG,0,0,1
감면/NNG,4,0,10
협조/NNG,6,1,14
금리/NNG;인상/NNG;ecb/NNG;양적완화/NNG,0,1,1
국제/NNG;금융시장/NNG;금리/NNG;상승/NNG,0,0,2
위험/NNG;회피/NNG;성향/NNG;완화/NNG,1,0,3
해외/NNG;자본/NNG;유출/NNG;우려/NNG,0,0,1
금리/NNG;상승/NNG;주가/NNG;하락/NNG,0,0,1
금리/NNG;인하/NNG;기대/NNG;강화/NNG,0,0,2
금융시장/NNG;변동성/NNG;높/VV,0,0,1
원화/NNG;절하/NNG;압력/NNG,0,0,1
경제/NNG;예상/NNG;부진/NNG,0,0,1
국제/NNG;금리/NNG;상승/NNG,0,4,3
주택/NNG;거래/NNG;호조/NNG,0,0,1
가계/NNG;대출/NNG;부실/NNG,2,1,2
부실/NNG;금융/NNG;불안/NNG,0,0,1
만일/NNG;금리/NNG;오르/VV,0,0,1
유동성/NNG;신용위험/NNG,1,1,1
금융시스템/NNG;안정/NNG,1,1,4
실효환율/NNG;절상/NNG,0,0,1
건전성/NNG;약화/NNG,1,0,2
유동성/NNG;위축/NNG,0,0,1
모기지/NNG;확대/NNG,0,0,1
절상/NNG;과도/NNG,0,0,1
약화/NNG;우려/NNG,0,0,1
통화/NNG;하락/NNG,0,0,2
부진/NNG;완화/NNG,4,0,1
절상/NNG;추세/NNG,2,0,3
완화/NNG;불안/NNG,0,0,1
유가/NNG;위험/NNG,0,0,1
취약/NNG;완화/NNG,0,0,2
신용/NNG;확장/NNG,0,0,2
완화/NNG;추세/NNG,0,0,2
변동성/NNG;낮/VA,0,1,5
본격화/NNG,1,0,1
전세계/NNG,3,3,8
수출업체/NNG,7,1,5
네고/NNG,0,0,1
끝/VV,1,1,1
균형환율/NNG,1,1,2
빠/VV,0,0,2
운용자산/NNG,2,0,3
정책과제/NNG,3,0,9
개최/NNG,1,1,8
문의/NNG,0,0,2
삭제/NNG,0,3,2
경화/NNG,0,0,2
단순/NNG,2,2,4
임계점/NNG,0,0,3
마무리/NNG,5,1,4
콜시장/NNG,6,0,8
일거/NNG,0,0,1
현물시장/NNG,2,0,5
운신/NNG,0,0,1
좁/VA,2,2,7
미침/VV,2,0,3
캔/VV,0,0,1
시티/NNG,0,0,1
구할/VV,1,0,2
잠복/NNG,0,1,2
시장조성/NNG,0,3,2
중단기/NNG,4,0,1
법적/NNG,0,0,1
합성/NNG,1,0,1
노후/NNG,4,0,2
생활비/NNG,0,0,1
지급준비자산제도/NNG,0,0,1
역행/NNG,1,0,2
상세히/MAG,0,2,1
고정/NNG;금리/NNG;변동/NNG;금리/NNG;낮/VA,0,2,0
통화정책/NNG;금리/NNG;상승/NNG,0,1,0
원화/NNG;실효환율/NNG;절상/NNG,0,1,0
가계/NNG;금융자산/NNG;증가/NNG,0,1,0
부동산/NNG;거래/NNG;활성화/NNG,0,2,2
ecb/NNG;금리/NNG;인하/NNG,1,1,5
원자재/NNG;가격/NNG;하락/NNG,0,2,0
유로존/NNG;경기/NNG;개선/NNG,0,1,0
성장/NNG;잠재력/NNG;훼손/NNG,0,1,2
자금/NNG;유입/NNG;압력/NNG,0,1,1
자금/NNG;유입/NNG;촉진/NNG,0,1,0
인상/NNG;속도/NNG;인상/NNG,0,1,0
재정/NNG;경제/NNG;성장/NNG,0,1,0
경제/NNG;성장/NNG;억제/NNG,0,1,0
금리/NNG;인하/NNG;완화/NNG,0,1,1
자국/NNG;통화/NNG;절상/NNG,0,1,0
경기/NNG;물가/NNG;상승/NNG,0,1,0
물가/NNG;상승/NNG;둔화/NNG,1,1,0
기초/NNG;여건/NNG;양호/NNG,0,2,1
해외/NNG;금리/NNG;상승/NNG,0,1,0
기초/NNG;여건/NNG;취약/NNG,0,1,1
대차대조표/NNG;확대/NNG,0,1,0
활성화/NNG;부정적/VAX,0,1,0
전세가격/NNG;상승/NNG,6,2,5
구조조정/NNG;지연/NNG,6,3,0
전세난/NNG;완화/NNG,0,1,0
신용위험/NNG;낮/VA,0,2,1
통화/NNG;상승/NNG,0,1,0
억제/NNG;효과/NNG,1,2,0
수지/NNG;방어/NNG,0,1,0
불확실성/NNG;높/VV,1,1,0
불안/NNG;성장/NNG,0,1,0
성장/NNG;약화/NNG,0,1,1
개선/NNG;조짐/NNG,2,2,2
해외/NNG;위험/NNG,1,1,1
수요/NNG;해소/NNG,0,1,0
수익/NNG;위험/NNG,0,1,0
투자/NNG;위축/NNG,1,2,2
낮/VA;고평가/NNG,0,1,0
빈번/NNG,0,4,4
비유로존/NNG,0,1,0
치/XSV,1,2,3
상세/NNG,3,1,4
뢰/NNG,0,1,0
교감/NNG,0,1,1
제유/NNG,2,1,4
명하/NNG,2,2,4
전가/NNG,8,2,0
결정배경/NNG,0,1,0
누/VV,0,1,0
페그/NNG,0,1,0
명/NNG,2,1,4
작/NNG,2,4,5
모두/NNG,1,3,5
행함/VV,0,1,0
차보/NNG,0,1,0
실물거래/NNG,0,1,0
분산/NNG,7,4,2
재추진/NNG,0,1,1
특별/NNG,4,3,4
언제/MAG,2,1,2
초미/NNG,0,1,1
투기자금/NNG,8,3,5
수출대상국/NNG,2,1,0
갑작/NNG,0,1,0
그렉시트/NNG,0,1,0
열거/NNG,0,1,0
때로/MAG,0,1,0
일으키/VV,3,1,3
잔존만기/NNG,5,3,8
미만/NNG,10,5,13
요율/NNG,0,1,0
납부/NNG,29,9,13
건/VV,0,1,0
전한/VV,0,1,4
건전화/NNG,2,2,1
비수/NNG,2,2,0
나오/VV,3,6,11
단의/NNG,0,1,0
주택구입/NNG,6,3,9
도로/NNG,0,2,5
대출자금/NNG,1,1,0
요/NNG,2,1,2
정립/NNG,0,3,5
내생/NNG,0,1,1
수익공유형은행대출/NNG,0,2,0
전세난/NNG,0,1,0
주택매매시장/NNG,1,1,0
참/MAG,0,2,1
만약/MAG,2,1,1
당면/NNG,4,1,6
포용/NNG,0,1,0
자산유동화증권/NNG,0,1,1
기초자산/NNG,0,1,1
미비/NNG,0,1,0
미성숙/NNG,0,1,1
발달/VV,0,1,0
성숙/NNG,1,1,2
선진/NNG,6,5,5
전세가격/NNG,54,13,37
미친다면/VV,0,1,0
베이비부머/NNG,2,1,2
전적/NNG,0,1,1
옳/VA,0,1,2
카드사태/NNG,2,1,3
비효율성/NNG,1,1,1
적기/NNG,2,2,0
상시화/NNG,0,1,1
탈피/NNG,0,1,1
시급히/MAG,0,1,0
전월세/NNG,3,1,2
보완대책/NNG,0,2,2
주어지/VV,0,1,1
치열/NNG,1,1,0
하락시/NNG,2,2,6
실공/NNG,0,1,0
원유/NNG;국제/NNG;원자재/NNG;가격/NNG;하락/NNG,0,0,1
금리/NNG;글로벌/NNG;금리/NNG;하락/NNG,0,0,1
하락/NNG;글로벌/NNG;금리/NNG;하락/NNG,0,0,1
글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG,1,1,3
신흥국/NNG;자본/NNG;유출/NNG;우려/NNG,0,0,1
정책/NNG;모기지/NNG;공급/NNG;확대/NNG,0,0,1
가격/NNG;거품/NNG;금리/NNG;인상/NNG,0,0,1
해외/NNG;투자/NNG;비중/NNG;확대/NNG,0,0,1
가계/NNG;부채/NNG;문제/NNG;완화/NNG,0,0,1
경제/NNG;전망/NNG;하방/NNG;위험/NNG,0,0,1
가계/NNG;대출/NNG;구조/NNG;개선/NNG,0,0,2
높/VA;가계/NNG;부채/NNG;증가/NNG,0,0,1
불확실성/NNG;안전자산/NNG;선호/NNG,0,0,1
디플레이션/NNG;우려/NNG;확산/NNG,1,0,2
금리/NNG;스프레드/NNG;급등/NNG,0,0,1
중소기업/NNG;대출/NNG;위축/NNG,1,0,1
약화/NNG;안전자산/NNG;선호/NNG,0,0,1
안전자산/NNG;선호/NNG;강화/NNG,0,1,1
신용위험/NNG;관리/NNG;강화/NNG,0,0,1
고유동성/NNG;자산/NNG;확보/NNG,0,0,1
fed/NNG;기대/NNG;상승/NNG,0,0,1
변동성/NNG;확대/NNG;위험/NNG,0,0,1
신흥국/NNG;금융/NNG;불안/NNG,0,3,2
은행/NNG;수익성/NNG;저하/NNG,0,0,1
명목/NNG;금리/NNG;하락/NNG,0,0,1
국제/NNG;유가/NNG;급락/NNG,1,1,2
자본/NNG;유출/NNG;위험/NNG,1,0,2
우려/NNG;위안/NNG;절하/NNG,0,0,1
성장/NNG;하방/NNG;위험/NNG,4,0,6
가계/NNG;부채/NNG;개선/NNG,0,0,1
예상/NNG;못하/VX;부작용/NNG,0,0,1
가계/NNG;부채/NNG;감축/NNG,0,0,2
경제/NNG;전망/NNG;성장/NNG,1,0,1
급락/NNG;예상/NNG;못하/VX,0,0,1
금리/NNG;당분간/MAG;낮/VA,0,0,1
손실/NNG;가능성/NNG;높/VA,0,0,1
부도/NNG;가능성/NNG;높/VA,0,0,1
높/VA;위험/NNG;선호/NNG,0,0,1
외환시장/NNG;불확실성/NNG,0,0,1
인플레이션/NNG;우려/NNG,2,0,1
금융안정/NNG;부정적/VAX,0,0,1
위험자산/NNG;회피/NNG,0,1,2
급락/NNG;불확실성/NNG,0,0,1
외화예금/NNG;확충/NNG,0,4,3
금융시장/NNG;확산/NNG,1,0,1
자금사정/NNG;악화/NNG,4,0,6
금융지원/NNG;확대/NNG,0,0,1
채권투자/NNG;확대/NNG,1,0,2
잠재/NNG;신용위험/NNG,0,0,1
인하/NNG;소극적/VAX,0,0,1
저하/NNG;부작용/NNG,0,0,2
소비/NNG;부정적/VAX,1,0,1
건설/NNG;활성화/NNG,0,0,1
수요/NNG;확대/NNG,1,1,4
수요/NNG;억제/NNG,1,0,1
수출/NNG;증가/NNG,4,0,5
가격/NNG;인하/NNG,1,0,1
원화/NNG;절상/NNG,2,1,7
수출/NNG;충격/NNG,0,0,1
통화/NNG;팽창/NNG,0,0,1
물가/NNG;성장/NNG,2,2,3
소득/NNG;증가/NNG,1,2,1
불능/NNG;위험/NNG,0,0,1
가격/NNG;급락/NNG,2,0,1
부도율/NNG;높/VA,1,0,1
취약/NNG;높/VA,0,0,2
여력/NNG;높/VA,0,0,2
심각/NNG;않/VX,0,0,1
저인플레이션/NNG,1,0,4
순서/NNG,1,0,3
개요/NNG,0,0,1
수출입/NNG,6,5,17
그린스펀수수께끼/NNG,0,0,2
첨/NNG,23,5,22
최초/NNG,4,1,8
대가/NNG,1,1,4
아짐/NNG,0,0,1
건하/NNG,0,0,1
자생력/NNG,8,2,2
충실/NNG,1,0,2
이라/VV,1,0,2
직임/NNG,7,0,5
엔저현상/NNG,0,1,5
악영향/NNG,7,3,11
수출경합도/NNG,0,0,1
근린궁핍화정책/NNG,0,0,2
회/MAG,1,0,2
제로금리/NNG,0,1,1
꺼지/VV,2,0,1
타격/NNG,0,0,3
에너지관련기업/NNG,0,0,2
속성/NNG,0,2,5
전산망/NNG,0,0,3
공적연금/NNG,0,0,4
기구/NNG,1,0,1
순매수세/NNG,1,0,5
과실/NNG,1,0,2
크기/NNG,2,2,5
양/NNG,2,3,6
손해/NNG,0,0,2
들어오/VV,3,2,7
예시/NNG,0,0,2
인접국/NNG,0,4,1
팽창/NNG,4,0,7
우선순위/NNG,5,2,3
금융투자/NNG,0,0,1
정정불안/NNG,14,2,5
새로/MAG,2,1,7
의결/NNG,42,5,59
통화신용정책/NNG,6,7,19
변환/NNG,0,0,2
보생/NNG,0,0,1
대안투자/NNG,0,0,1
저축성/NNG,0,0,2
신탁/NNG,1,0,1
례/NNG,2,0,7
어음/NNG,12,2,13
뒤늦/VA,3,0,1
회부/NNG,5,1,6
주인/NNG,0,0,1
치중/NNG,1,0,5
스트레스/NNG,0,0,3
견디/VV,1,1,1
범주/NNG,0,0,2
부채가구/NNG,0,0,1
성실/NNG,1,0,1
